6283,Dean Martin,I Have But One Heart ('O Marenariello) - Remastered,182.107,87.31,0.117,Jazz
6284,Perry Como,"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",290.76,87.31,0.107,Jazz
6285,Nina Simone,Love Me Or Leave Me,244.867,87.31,0.766,Jazz
6286,The Smashing Pumpkins,Cherub Rock - Remastered 2011,298.253,87.31,0.453,Alternative
6287,Young Nudy,EA (feat. 21 Savage),227.176,87.31,0.227,Rap
6288,The Smashing Pumpkins,Cherub Rock - Remastered 2011,298.253,87.31,0.453,Rock
6289,Eminem,The Way I Am,290.427,87.33,0.299,Hip-Hop
6290,Lifehouse,From Where You Are,181.28,87.34,0.271,Alternative
6291,The Aristocrats,Bad Asteroid,353.667,87.35,0.391,Jazz
6292,J.J. Cale,Lies,176,87.35,0.777,Blues
6293,Carl Orff,"Carmina Burana, I. Primo vere (Version for Soloists, Choruses, 2 Pianos & Perc.): Omnia sol temperat",129,87.35,0.113,Classical
6294,Ibrahim Ferrer,Qué Bueno Baila Usted,279.333,87.36,0.712,Jazz
6295,Wolfgang Amadeus Mozart,Sonate Opus KV 331 - Variation 1 Violin Version,77.333,87.36,0.599,Classical
6296,Gustav Mahler,"Kindertotenlieder: 1. ""Nun will die Sonn' so hell aufgeh'n""",330.227,87.36,0.036,Classical
6297,Cymande,The Message,257.76,87.37,0.921,Jazz
6298,Nas,The World Is Yours,290.573,87.37,0.54,Rap
6299,Ricky Van Shelton,I'll Leave This World Loving You,186.653,87.38,0.451,Country
6300,Tony Spinner,Walkin' The Dawg,224.64,87.38,0.845,Blues
6301,The Beatles,Lovely Rita - Remastered 2009,162.093,87.38,0.63,Rock
6302,Sergei Rachmaninoff,"Rachmaninoff: 14 Romances, Op. 34: XIV. Vocalise",302.535,87.39,0.0385,Classical
6303,Pink Martini,I Am Woman,190.572,87.4,0.567,Jazz
6304,Wonderful★opportunity!,鬼KYOKAN,212,87.41,0.606,Anime
6305,EGOIST,Kabaneri of the Iron Fortress - Instrumental,292.507,87.41,0.254,Anime
6306,Dixie Chicks,Easy Silence,241.9,87.41,0.283,Country
6307,Atlanta Rhythm Section,So Into You,263.8,87.42,0.844,Country
6308,Alan Jackson,In The Garden,174.973,87.42,0.152,Country
6309,Doctor P,The Pit (feat. Method Man),219.343,87.43,0.732,Electronic
6310,Aaron Tippin,That's as Close as I'll Get to Loving You,199.253,87.43,0.347,Country
6311,Morten Lauridsen,O Magnum Mysterium (arr. H.R. Reynolds for wind ensemble),372.733,87.43,0.0357,Classical
6312,Parker Millsap,Fine Line,159.227,87.44,0.761,Blues
6313,James Bay,"If I Ain’t Got You - James Bay Spotify Session 2015 ""Alicia Keys Cover""",261.12,87.44,0.314,Rock
6314,1788-L,A S T R A Y / R,270.867,87.46,0.047,Electronic
6315,Elaquent,Recuring Dream,173.296,87.46,0.72,Alternative
6316,Arthur Rubinstein,El Albaicin from Iberia,423,87.46,0.109,Classical
6317,BRADIO,腰振る夜は君のせい,179.327,87.47,0.909,Anime
6318,Slipknot,Pulse of the Maggots,259.733,87.47,0.112,Alternative
6319,PnB Rock,Fleek,181.028,87.47,0.461,Rap
6320,Yelawolf,Empty Bottles,257.333,87.47,0.295,Rap
6321,Uriah Heep,Lady in Black,330.6,87.47,0.574,Blues
6322,Yelawolf,Empty Bottles,257.333,87.47,0.295,Hip-Hop
6323,PnB Rock,Fleek,181.028,87.47,0.461,Hip-Hop
6324,Nightmares On Wax,Tomorrow,270.053,87.48,0.501,Jazz
6325,Childish Gambino,Fire Fly,203.053,87.48,0.484,Rap
6326,Hollywood Undead,Whatever It Takes,187.654,87.48,0.472,Rap
6327,Foster The People,Lotus Eater,182.653,87.48,0.866,Rock
6328,San Holo,The Future - Kill Paris Remix,179.657,87.49,0.563,Electronic
6329,Nancy Wilson,Guess Who I Saw Today - Remastered/2004,207.44,87.49,0.19,Jazz
6330,EGOIST,Kabaneri of the Iron Fortress,291.387,87.5,0.308,Anime
6331,tajima hal,Hush,132.647,87.5,0.663,Jazz
6332,Freddie Gibbs,Fake Names,224.2,87.5,0.597,Alternative
6333,Freddie Gibbs,Death Row (feat. 03 Greedo),142.629,87.5,0.44,Rap
6334,Flo Rida,Wobble,186.264,87.5,0.836,Hip-Hop
6335,Liquid Stranger,Stop,336.322,87.51,0.102,Electronic
6336,Joe Bonamassa,I've Got Some Mind Over What Matters,350.2,87.51,0.772,Blues
6337,bbno$,benihana,178.286,87.51,0.612,Hip-Hop
6338,EGOIST,Kabaneri of the Iron Fortress - TV Edit,91.107,87.52,0.479,Anime
6339,The Game,Put You On The Game,254.133,87.52,0.681,Rap
6340,Frédéric Chopin,"Nocturne No.1 In B Flat Minor, Op.9 No.1",336,87.52,0.037,Classical
6341,The Game,Put You On The Game,254.133,87.52,0.681,Hip-Hop
6342,Dream Mclean,Network - Chase & Status Remix,186.514,87.53,0.599,Electronic
6343,anders,With or Without,202.09,87.53,0.372,Alternative
6344,Carly Pearce,Doin' It Right,166.16,87.53,0.538,Country
6345,Whitey Morgan and the 78's,Bad News,317.507,87.53,0.494,Country
6346,Nipsey Hussle,Succa Proof (feat. Konshens and J. Black),201.8,87.53,0.329,Rap
6347,Russ,We Just Havent Met Yet,237.322,87.53,0.145,Rap
6348,Dion & The Belmonts,Wonderful Girl,160.253,87.53,0.187,Blues
6349,Trans-Siberian Orchestra,Forget About The Blame - Sun Version,255.893,87.53,0.183,Classical
6350,Action Bronson,Terry,289.493,87.54,0.0477,Alternative
6351,Madvillain,Meat Grinder,131.867,87.54,0.879,Alternative
6352,Madvillain,Meat Grinder,131.867,87.54,0.879,Rap
6353,Peach Pit,Drop the Guillotine,219.96,87.54,0.577,Rock
6354,Ludwig van Beethoven,"Piano Concerto No.3 In C Minor, Op.37: 2. Largo - Live",707.667,87.54,0.0381,Classical
6355,Madvillain,Meat Grinder,131.867,87.54,0.879,Hip-Hop
6356,Wu-Tang Clan,Bring Da Ruckus,251.467,87.55,0.518,Rap
6357,Jerry Garcia,Dawg's Waltz,272.733,87.55,0.35,Blues
6358,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act II No. 10: Act II By a Lake: No. 10. Scene: Moderato",160.267,87.55,0.121,Classical
6359,yonige,ベランダ,150.267,87.56,0.359,Anime
6360,Giuseppe Di Stefano,Manon Lescaut: Donna No Vidi Mai,178.373,87.56,0.239,Classical
6361,Wolfgang Amadeus Mozart,Fantasia - Violin Version,368,87.57,0.153,Classical
6362,Vic Damone,Younger Than Springtime,200.093,87.58,0.101,Jazz
6363,Sturgill Simpson,Keep It Between The Lines,241.147,87.58,0.833,Alternative
6364,Wiz Khalifa,Something New (feat. Ty Dolla $ign),200.774,87.58,0.784,Hip-Hop
6365,Freddy Fender,Wasted Days and Wasted Nights,164.676,87.59,0.85,Country
6366,Drake,Fancy,319.387,87.59,0.262,Rap
6367,The Wood Brothers,Keep Me Around,218.52,87.59,0.49,Blues
6368,Case,Touch Me Tease Me,228.867,87.59,0.493,Hip-Hop
6369,Drake,Fancy,319.387,87.59,0.262,Hip-Hop
6370,People Under The Stairs,San Francisco Knights,271.08,87.59,0.64,Hip-Hop
6371,Selim Palmgren,"Pastorale, Op. 50 (Version for Orchestra): III. Evening",238.654,87.6,0.0372,Classical
6372,Robert Schumann,"Dichterliebe, Op. 48: 7. Ich grolle nicht",111.827,87.6,0.0588,Classical
6373,Capcom Sound Team,生命ある者へ,189.76,87.61,0.138,Anime
6374,A Tribe Called Quest,Verses from the Abstract,238.893,87.61,0.755,Jazz
6375,King Curtis,Games People Play,167.316,87.61,0.749,Blues
6376,Rival Sons,Hollow Bones Pt. 1,172.4,87.61,0.308,Blues
6377,Rob Thomas,Her Diamonds,280,87.61,0.865,Rock
6378,Leprous,Illuminate,261.407,87.62,0.281,Classical
6379,Wolfgang Amadeus Mozart,"Concerto No. 3 in E-Flat Major, K.447: II. Romance. Larghetto",226.022,87.62,0.154,Classical
6380,Wolfgang Amadeus Mozart,"Requiem In D Minor, K.626: 2. Kyrie",158.773,87.63,0.557,Classical
6381,Zeds Dead,Cowboy,265.32,87.64,0.388,Electronic
6382,Giuseppe Verdi,"Messa da Requiem: II. Sequence, No. 1, Dies irae - Tuba mirum",234.96,87.64,0.05,Classical
6383,Benny The Butcher,Crowns for Kings (Feat. Black Thought),268.34,87.65,0.583,Alternative
6384,Mississippi Fred McDowell,Going Down to the River,271.12,87.65,0.565,Blues
6385,Murphy Lee,Shake Ya Tailfeather - Radio,295.173,87.66,0.885,Rap
6386,Phish,Reba,747.053,87.66,0.565,Blues
6387,William Bolcom,Graceful Ghost: Graceful Ghost,183.36,87.66,0.152,Classical
6388,Timeflies,Lay Me Down,201.618,87.67,0.687,Rap
6389,Edward Elgar,"Serenade for String Orchestra, Op. 20: I. Allegro piacevole",198.853,87.67,0.0999,Classical
6390,Ja Rule,Down A** B**ch,331.133,87.67,0.587,Hip-Hop
6391,Dmitri Shostakovich,"Symphony No. 5 in D Minor, Op. 47: IV. Allegro non troppo (Live)",558.507,87.68,0.0975,Classical
6392,Moby,Sunspot (B-Sides),409.4,87.69,0.591,Electronic
6393,Moby,Sunspot,409.4,87.69,0.591,Electronic
6394,Bill Evans,B Minor Waltz (For Ellaine) - 2003 Remastered Version,194.413,87.69,0.0684,Jazz
6395,Louis Armstrong,Mood Indigo - 1990 Remaster,240,87.7,0.229,Jazz
6396,Little Feat,Fat Man in the Bathtub,271.693,87.7,0.893,Blues
6397,Death Cab for Cutie,Black Sun,289.16,87.7,0.608,Rock
6398,Pepper,Ho's,207.693,87.71,0.77,Rock
6399,Queen,Fat Bottomed Girls - Single Version,203.28,87.71,0.54,Rock
6400,Joomanji,Spread Too Thin (feat. Lindsay Olsen),285.67,87.72,0.638,Jazz
6401,Joomanji,Spread Too Thin (feat. Lindsay Olsen),285.67,87.72,0.638,Alternative
6402,The Arcs,Blessed & Burned,270.403,87.72,0.389,Blues
6403,Johannes Brahms,"Piano Concerto No.2 In B-Flat Major, Op. 83: 3. Andante - Più adagio",844,87.72,0.0381,Classical
6404,NxWorries,Another Time,147.573,87.73,0.808,Hip-Hop
6405,Issac Delgado,Qué Pasa Loco,378.013,87.74,0.961,Jazz
6406,Ludwig van Beethoven,Septet in E flat major Op. 20: II. Adagio cantabile,526.427,87.74,0.0559,Classical
6407,Andrea Bocelli,Melodramma,247.2,87.74,0.123,Classical
6408,UVERworld,Mikageishi - All Time Best Version,349.28,87.75,0.68,Anime
6409,Allen Toussaint,Last Train - Remastered Version,181.773,87.76,0.933,Blues
6410,Terry Riley,"One Earth, One People, One Love (from Sun Rings)",540.16,87.77,0.0937,Classical
6411,Eazy-E,Boyz-N-The-Hood - Remix,379.733,87.78,0.805,Hip-Hop
6412,Cafe Jazz Deluxe,Chill Out Cafe Jazz,73.636,87.79,0.563,Jazz
6413,The Moonglows,Ten Commandments Of Love,244.533,87.8,0.225,Blues
6414,Claude Debussy,"Suite bergamasque, L. 75: 4. Passepied",225,87.8,0.267,Classical
6415,Rowlan,itsbeenreal,130.909,87.8,0.209,Hip-Hop
6416,Aqua Timez,Sen No Yoru Wo Koete,293.187,87.81,0.519,Anime
6417,"Tyler, The Creator",Nightmare,322,87.82,0.636,Hip-Hop
6418,Swizz Beatz,Pistol On My Side (P.O.M.S) (feat. Lil Wayne),154.963,87.83,0.418,Rap
6419,Only The Family,"Game (feat. Lil Durk, Tee Grizzley, Sada Baby & YNW Melly)",170.438,87.83,0.21,Rap
6420,Vök,Breaking Bones,172.533,87.84,0.0622,Electronic
6421,Fun Lovin' Criminals,Passive/Aggressive,214.84,87.84,0.373,Electronic
6422,Yoshihisa Hirano,Legend of the Martial Artist,74.813,87.84,0.167,Anime
6423,MF Eistee,Braz,120,87.84,0.968,Jazz
6424,Merle Haggard,I Think I'll Just Stay Here And Drink - Re-Recorded In Stereo,234.787,87.84,0.768,Country
6425,Gary Clark Jr.,The Guitar Man,266.973,87.84,0.597,Blues
6426,Eazy-E,Boyz-N-The-Hood,336.96,87.85,0.663,Hip-Hop
6427,Suff Daddy,Suff Gucci,278.23,87.86,0.834,Jazz
6428,Jeffrey Foucault,Pretty Hands,140.493,87.86,0.419,Country
6429,Young Money,EveryGirl In The World,313.4,87.86,0.785,Rap
6430,Eric Church,Creepin',232.72,87.86,0.539,Rock
6431,Gustav Mahler,"Songs from ""Des Knaben Wunderhorn"": 3. Trost im Unglück",143.093,87.86,0.659,Classical
6432,Eartha Kitt,Je Cherche Un Homme,168.533,87.87,0.408,Jazz
6433,2Pac,Thugz Mansion - 7 Remix,247.6,87.87,0.891,Rap
6434,Geto Boys,Still,239.973,87.87,0.398,Hip-Hop
6435,2Pac,Thugz Mansion - 7 Remix,247.6,87.87,0.891,Hip-Hop
6436,KLIM,Village,133.25,87.88,0.484,Jazz
6437,Edward Elgar,Pomp And Circumstance March No 1,334.507,87.88,0.311,Classical
6438,Hikaru Utada,光,308.987,87.89,0.491,Anime
6439,Merle Haggard,I Think I ll Just Stay Here And Drink,230.994,87.89,0.759,Rock
6440,Walter Beasley,Late Night Lover,197.013,87.9,0.626,Jazz
6441,Weezer,Beverly Hills,196.093,87.9,0.741,Alternative
6442,Arcade Fire,We Don't Deserve Love,389.08,87.9,0.151,Alternative
6443,Nobunny,I Am a Girlfriend,149.6,87.9,0.587,Blues
6444,Weezer,Beverly Hills,196.093,87.9,0.741,Rock
6445,Johannes Brahms,"Piano Quartet No.1 In G Minor, Op.25: 4. Rondo alla Zingarese",490.013,87.9,0.229,Classical
6446,Yumi Matsutoya,春よ、来い,288.567,87.91,0.184,Anime
6447,Ximena Sariñana,¿Qué Tiene?,177.273,87.91,0.704,Alternative
6448,Arin Ray,Take (feat. Ty Dolla $ign),263.314,87.91,0.435,Alternative
6449,Alabama,Because He Lives,336.147,87.91,0.203,Country
6450,Hammock,I Can Almost See You,253.147,87.91,0.04,Rock
6451,Johann Sebastian Bach,"Fugue in G minor (the ""Little"")",199.453,87.91,0.672,Classical
6452,London Symphony Orchestra,Ride of the Valkyries (The Watchmen),212.187,87.91,0.0658,Classical
6453,Kendrick Lamar,Hood Politics,292.52,87.91,0.369,Hip-Hop
6454,Bassnectar,The Mystery Spot,270,87.92,0.187,Electronic
6455,Miles Davis,Ghetto Walkin',222.8,87.92,0.508,Jazz
6456,Louis Armstrong,A Kiss To Build A Dream On,184.493,87.92,0.367,Jazz
6457,Still Woozy,Maybe She,169.091,87.92,0.565,Alternative
6458,Rob Baird,Mercy Me,227,87.92,0.457,Country
6459,Domenico Scarlatti,"Sonata in A Minor, K 59 (L 241)",244.093,87.92,0.378,Classical
6460,Eric Burdon,Tobacco Road,237.133,87.93,0.824,Blues
6461,Del The Funky Homosapien,Corner Story,242.867,87.94,0.896,Alternative
6462,Little Big Town,We Went To The Beach,186.2,87.94,0.635,Country
6463,Jason Isbell,Relatively Easy,285.333,87.94,0.164,Country
6464,Major Lazer,Get Free,289.973,87.94,0.767,Rap
6465,Del The Funky Homosapien,Corner Story,242.867,87.94,0.896,Rap
6466,Skillet,Rise,260.787,87.94,0.381,Rock
6467,Nobuo Uematsu,Trail of Blood,253.333,87.95,0.0316,Anime
6468,Bishop Nehru,Driftin',174.34,87.95,0.284,Alternative
6469,Broken Social Scene,Sweetest Kill,309.307,87.95,0.687,Alternative
6470,Logic,Legacy,351.84,87.95,0.61,Rap
6471,Kendrick Lamar,How Much A Dollar Cost,261.747,87.95,0.334,Rap
6472,Chris Brown,Don't Think They Know,237.973,87.95,0.566,Rap
6473,Broken Social Scene,Sweetest Kill,309.307,87.95,0.687,Rock
6474,Franz Liszt,"La campanella in G-Sharp Minor (From ""Grandes études de Paganini"", S. 141 / 3)",287.987,87.95,0.509,Classical
6475,Logic,Legacy,351.84,87.95,0.61,Hip-Hop
6476,Taska Black,Dreaming,199.773,87.96,0.129,Electronic
6477,Pete Rock,Microphonist Wanderlust,262.427,87.96,0.651,Jazz
6478,Count Bass D,Too Much Pressure,187.595,87.96,0.725,Jazz
6479,Deeb,Flakes,240,87.96,0.34,Jazz
6480,Thomas Rhett,Get Me Some Of That,187.4,87.96,0.767,Rock
6481,Bassnectar,Speakerbox (feat. Ohana Bam & Lafa Taylor) - F8 Remix,188.907,87.97,0.514,Electronic
6482,Rena Uehara,After All,325.28,87.97,0.307,Anime
6483,Ai Otsuka,サクラハラハラ,267.933,87.97,0.247,Anime
6484,Nicola Conte,A Time for Spring,237.573,87.97,0.51,Jazz
6485,Ratatat,Loud Pipes,226.533,87.97,0.858,Alternative
6486,Nbdy,Battlezone,232.816,87.97,0.0575,Alternative
6487,G-Eazy,Downtown Love,326.813,87.97,0.105,Rap
6488,Al Green,No One Like You,271.4,87.97,0.842,Blues
6489,Thomas Rhett,Life Changes,190.227,87.97,0.778,Rock
6490,Darius Rucker,Homegrown Honey,204.893,87.97,0.864,Rock
6491,G-Eazy,Downtown Love,326.813,87.97,0.105,Hip-Hop
6492,Joey Bada$$,500 Benz,201.818,87.97,0.624,Hip-Hop
6493,Guts,Ghetto in Paradise,218.067,87.98,0.674,Electronic
6494,majiko,End,294.773,87.98,0.158,Anime
6495,Pete Rock,Square One,261.16,87.98,0.675,Jazz
6496,Lord Finesse,Midas Era,169.987,87.98,0.46,Jazz
6497,Louis Armstrong,Whistle While You Work,116.067,87.98,0.715,Jazz
6498,Halestorm,Heathens,208.24,87.98,0.451,Alternative
6499,Morgan Evans,Me on You,206.36,87.98,0.519,Country
6500,Jelly Roll,Train Tracks (feat. Struggle),209.969,87.98,0.529,Country
6501,Kelsea Ballerini,Graveyard,226.853,87.98,0.409,Country
6502,YG,SLAY (feat. Quavo),284.693,87.98,0.239,Rap
6503,Insane Clown Posse,Boogie Woogie Wu,264.29,87.98,0.352,Rap
6504,NF,Oh Lord,198.253,87.98,0.208,Rap
6505,Drake,Lose You,305.374,87.98,0.373,Hip-Hop
6506,The Knife,Heartbeats,231.853,87.99,0.46,Electronic
6507,3LAU,You Want More,180,87.99,0.0794,Electronic
6508,Brian Culbertson,I Don't Know,308.347,87.99,0.484,Jazz
6509,Boney James,Hypnotic,252.467,87.99,0.862,Jazz
6510,Thomas Rhett,Life Changes - Radio Edit,190.907,87.99,0.761,Country
6511,Chris Brown,Heartbreak on a Full Moon,246.523,87.99,0.692,Rap
6512,Joe Bonamassa,Black Lung Heartache,254.133,87.99,0.338,Blues
6513,Weathers,Dirty Money,186,87.99,0.552,Rock
6514,Slightly Stoopid,The Prophet,194.693,87.99,0.34,Rock
6515,Col3trane,Penelope,274.769,87.99,0.353,Hip-Hop
6516,Cartel De Santa,Con el Coco Rapado,242.733,87.99,0.542,Hip-Hop
6517,A$AP Twelvyy,Strapped,197.867,87.99,0.112,Hip-Hop
6518,Sofa Surfers,Hardwire,280.027,88,0.0392,Electronic
6519,Mono:Massive,Do Some Real,176,88,0.365,Jazz
6520,Acoustic Alchemy,Tete A Tete,283.773,88,0.275,Jazz
6521,Bill Evans Trio,Waltz for Debby (Take 2),420.227,88,0.474,Jazz
6522,leaf beach,Solitude,110.305,88,0.118,Jazz
6523,3 Doors Down,The Road I'm On,239.8,88,0.346,Alternative
6524,Darius Rucker,She,293.467,88,0.607,Country
6525,Rowlan,Hold It Down,199.091,88,0.204,Rap
6526,Hollywood Undead,Bloody Nose,250.128,88,0.459,Rap
6527,Radiohead,All I Need,228.747,88,0.0966,Rock
6528,Wiz Khalifa,First Or Last,158.143,88,0.826,Hip-Hop
6529,Rae Sremmurd,Touchscreen Navigation - From Swaecation,197.652,88,0.0791,Hip-Hop
6530,Dizzy Wright,Killem With Kindness,208.273,88,0.596,Hip-Hop
6531,Blue States,Diamente,269.627,88.01,0.107,Electronic
6532,majiko,Suisei No Parade,262,88.01,0.139,Anime
6533,Hikaru Utada,Anata,277.133,88.01,0.794,Anime
6534,MF Eistee,select,114.545,88.01,0.716,Jazz
6535,GurtyBeats,Long Way Back,109.091,88.01,0.417,Jazz
6536,GlobulDub,Hinterlands,207.273,88.01,0.427,Jazz
6537,Skillet,Set It Off,229.2,88.01,0.628,Alternative
6538,Masego,Queen Tings,188.053,88.01,0.532,Alternative
6539,Red Hot Chili Peppers,She Looks to Me,245.893,88.01,0.452,Alternative
6540,Kota the Friend,Hollywood,241.679,88.01,0.684,Alternative
6541,The Neighbourhood,A Little Death,209.707,88.01,0.338,Alternative
6542,UMI,Midnight Blues,147.304,88.01,0.347,Alternative
6543,Old Dominion,Shoe Shopping,221.64,88.01,0.68,Country
6544,Randy Travis,Honky Tonk Moon,169.253,88.01,0.397,Country
6545,Sublime With Rome,Wicked Heart,198.32,88.01,0.813,Rock
6546,Philip Glass,Violin Concerto No. 2 - The American Four Seasons: Movement II,673.28,88.01,0.0359,Classical
6547,Daddy Yankee,Shaky Shaky,234.32,88.01,0.873,Hip-Hop
6548,Thievery Corporation,The Time We Lost Our Way featuring Loulou,251.707,88.02,0.804,Electronic
6549,TroyBoi,"Afterhours (feat. Diplo, Nina Sky & Amar) - Charlie Hype Desi Remix",265.905,88.02,0.276,Electronic
6550,Bonobo,The Sicilian,263.933,88.02,0.519,Electronic
6551,Yuki Hayashi,次の戦い,186,88.02,0.052,Anime
6552,Ken Navarro,Lady's Choice,251.107,88.02,0.764,Jazz
6553,Bugseed,elsa,155.518,88.02,0.967,Jazz
6554,Birocratic,Boys' Bop,180,88.02,0.77,Jazz
6555,Brent Faiyaz,Talk 2 U,159.485,88.02,0.561,Alternative
6556,Papa Roach,Sunrise Trailer Park (feat. Machine Gun Kelly),227.749,88.02,0.367,Alternative
6557,Adam Sanders,About To,180.547,88.02,0.252,Country
6558,Muscadine Bloodline,You on Me,173.16,88.02,0.729,Country
6559,Russ,Begging You,252.267,88.02,0.529,Rap
6560,Russ,Back To Life,197.36,88.02,0.748,Rap
6561,Kanye West,Dark Fantasy,280.787,88.02,0.367,Rap
6562,Brent Faiyaz,Talk 2 U,159.485,88.02,0.561,Rap
6563,Chuck Berry,Around And Around,162.4,88.02,0.929,Blues
6564,Tyler Bryant & the Shakedown,Eye To Eye,209.667,88.02,0.631,Blues
6565,Vick Allen,Soul Music,251,88.02,0.883,Blues
6566,Little Big Town,Boondocks,272.347,88.02,0.695,Rock
6567,London Philharmonic Orchestra,Stjernesludd,272.627,88.02,0.0484,Classical
6568,Russ,Begging You,252.267,88.02,0.529,Hip-Hop
6569,G-Unit,Poppin' Them Thangs,240.8,88.02,0.918,Hip-Hop
6570,Bonobo,Jets,274.824,88.03,0.467,Electronic
6571,UVERworld,Taion - All Time Best Version,286.44,88.03,0.501,Anime
6572,Mili,Utopiosphere,132.955,88.03,0.506,Anime
6573,Pete Rock,Grown Man Sport,276.373,88.03,0.607,Jazz
6574,Nat King Cole,The First Noel,117.493,88.03,0.461,Jazz
6575,Jazz Dialogue,Backyard Vibe,211.868,88.03,0.592,Jazz
6576,Flying Lotus,Land Of Honey,207.994,88.03,0.0878,Alternative
6577,Pete Rock,Grown Man Sport,276.373,88.03,0.607,Alternative
6578,Childish Gambino,Boogieman,216.84,88.03,0.64,Rap
6579,Metro Boomin,10 Freaky Girls (with 21 Savage),208.293,88.03,0.0727,Rap
6580,Moneybagg Yo,Trending,207.033,88.03,0.137,Rap
6581,Royal Blood,"Hook, Line & Sinker",207.76,88.03,0.492,Rock
6582,Pete Rock,Grown Man Sport,276.373,88.03,0.607,Hip-Hop
6583,Metro Boomin,10 Freaky Girls (with 21 Savage),208.293,88.03,0.0727,Hip-Hop
6584,Nelly,Die a Happy Man,214.495,88.03,0.167,Hip-Hop
6585,Cosculluela,Madura (feat. Bad Bunny),190.909,88.03,0.751,Hip-Hop
6586,Donny Hathaway,A Song for You,325.947,88.04,0.0723,Jazz
6587,Casting Crowns,One Step Away,217,88.04,0.902,Alternative
6588,The Neighbourhood,You Get Me So High,153,88.04,0.387,Alternative
6589,Counting Crows,Big Yellow Taxi,225.573,88.04,0.842,Alternative
6590,Mon Laferte,Chilango Blues,227.867,88.04,0.379,Alternative
6591,Atmosphere,Sound Is Vibration,237.2,88.04,0.495,Alternative
6592,Teyana Taylor,Gonna Love Me,166.998,88.04,0.312,Rap
6593,The Neighbourhood,You Get Me So High,153,88.04,0.387,Rock
6594,Thomas Adès,"Arcadiana, Op. 12: 6. O Albion (Arr. Clements)",167.213,88.04,0.0351,Classical
6595,Nobuo Uematsu,Suteki da Ne (Final Fantasy X),387.12,88.04,0.215,Classical
6596,Smokepurpp,Big Bucks,104.328,88.04,0.86,Hip-Hop
6597,Atmosphere,Sound Is Vibration,237.2,88.04,0.495,Hip-Hop
6598,Emapea,LAX To TL,66.034,88.05,0.148,Jazz
6599,Ivy Sole,Rollercoaster,197.637,88.05,0.674,Alternative
6600,The Goo Goo Dolls,Use Me,200.387,88.05,0.554,Alternative
6601,Brother Ali,Uncle Sam Goddamn,297.173,88.05,0.67,Alternative
6602,The Game,Sue You,181.441,88.05,0.48,Rap
6603,The Game,Perfect Morning,172.965,88.05,0.569,Rap
6604,A Boogie Wit da Hoodie,1hunnit,247.954,88.05,0.307,Rap
6605,Dr. John,Makin' Whoopee! (with Rickie Lee Jones),249.147,88.05,0.522,Blues
6606,Rascal Flatts,Mayberry,272.987,88.05,0.37,Rock
6607,Brother Ali,Uncle Sam Goddamn,297.173,88.05,0.67,Hip-Hop
6608,Louis Armstrong,A Kiss To Build A Dream On - Single Version,182.24,88.06,0.373,Jazz
6609,Eugene McDaniels,Cherrystones,191.107,88.06,0.927,Jazz
6610,Flying Lotus,Black Balloons Reprise,161.972,88.06,0.134,Alternative
6611,Melvins,Honey Bucket,181.147,88.06,0.594,Alternative
6612,Jillian Jacqueline,Reasons (Recorded At Sound Stage Nashville),185.331,88.06,0.144,Country
6613,XXXTENTACION,hate will never win,104.072,88.06,0.631,Rap
6614,Cardi B,Bronx Season,142.456,88.06,0.239,Rap
6615,Arctic Monkeys,Science Fiction,185.907,88.06,0.643,Rock
6616,Johann Sebastian Bach,"Violin Sonata No. 3 in C Major, BWV 1005: II. Fuga",582.987,88.06,0.309,Classical
6617,Kid Cudi,Wild’n Cuz I’m Young,254,88.06,0.166,Hip-Hop
6618,Zac Brown Band,Can't You See (feat. Kid Rock) - Live,346.427,88.07,0.553,Country
6619,Kid Quill,Daily Routine,222.087,88.07,0.462,Rap
6620,George Frideric Handel,"Rinaldo, HWV 7a, Act I (Ed. G. Sechi): Scherzano sul tuo volto [Live]",213.557,88.07,0.646,Classical
6621,2 Chainz,Rule The World (feat. Ariana Grande),245.893,88.07,0.447,Hip-Hop
6622,BADBADNOTGOOD,Food,203.77,88.08,0.517,Jazz
6623,Robert Johnson,Kind Hearted Woman Blues - Take 2,169.24,88.08,0.325,Blues
6624,Van Halen,Ice Cream Man - 2015 Remaster,198.373,88.08,0.579,Rock
6625,Blind Faith,Can't Find My Way Home,196.133,88.08,0.54,Rock
6626,Kamasi Washington,Desire,276.91,88.09,0.374,Jazz
6627,Leeland,Lion and the Lamb,271.533,88.09,0.219,Alternative
6628,Leeland,Lion and the Lamb,271.533,88.09,0.219,Rock
6629,Sophie Milman,Prelude To A Kiss,275.947,88.1,0.167,Jazz
6630,Johnny Cash,The Mercy Seat,274.2,88.1,0.543,Country
6631,Johnny Pacheco,La Esencia del Guaguancó,246.693,88.11,0.955,Jazz
6632,Chris Stapleton,Traveller,222.413,88.11,0.758,Country
6633,The Neighbourhood,Female Robbery,209.52,88.11,0.335,Rock
6634,Poppy Ajudha,When You Watch Me,233.658,88.12,0.126,Jazz
6635,G-Eazy,Crash & Burn,180.36,88.12,0.294,Rap
6636,Kendrick Lamar,Poe Mans Dreams (His Vice),261.874,88.12,0.597,Rap
6637,Nobuo Uematsu,Prima Vista Orchestra (Final Fantasy IX),93.067,88.14,0.417,Anime
